location_id,latitude,longitude,geoid_cb,county_fips
42447606,35.243023,-82.161028,371499201041005,37149
40291420,35.327313,-82.04759,371499202021023,37149
38058406,35.817259,-79.627848,371510310021003,37151
37615151,35.610556,-79.972293,371510307001037,37151
37963863,35.615122,-79.621359,371510309001033,37151
37614271,35.610075,-79.802004,371510308041018,37151
38100756,35.813943,-79.978655,371510305043001,37151
37967724,35.816738,-79.802829,371510314012022,37151
41144116,34.904887,-79.589313,371539711001020,37153
41121631,35.085498,-79.767646,371539702001084,37153
37817370,35.090026,-79.595178,371539701001013,37153
37940599,35.118237,-79.917706,371539702002048,37153
41294972,34.84111,-79.905792,371539708005009,37153
41291233,34.899933,-79.766022,371539708003000,37153
41188972,34.643078,-78.989654,371559613022013,37155
41131818,34.465797,-79.264308,371559619002024,37155
41215818,34.836863,-79.296319,371559604031011,37155
41304184,34.64318,-79.301543,371559620022053,37155
41233125,34.439875,-78.991389,371559616023023,37155
41311206,34.847715,-78.992211,371559601021010,37155
37990285,36.317731,-79.600531,371570413001021,37157
34173538,36.46702,-79.774709,371570411006001,37157
37993683,36.317129,-79.773356,371570416022022,37157
37425014,36.470528,-79.946565,371570406023023,37157
38002179,36.465737,-79.600015,371570401012024,37157
37364377,36.316195,-79.947553,371570410012018,37157
37322964,35.763715,-80.676817,371590519041036,37159
193002291,35.591079,-80.294128,371590509042015,37159
39796284,35.590603,-80.676289,371590518022025,37159
40303731,35.759244,-80.488534,371590513022003,37159
178815422,35.718056,-80.338761,371590509011004,37159
40320497,35.588791,-80.484971,371590511011013,37159
39780269,35.467054,-81.791662,371619601031007,37161
40290929,35.37054,-82.105652,371619602031039,37161
46600068,35.463641,-82.178463,371619603012056,37161
40381842,35.46525,-81.982183,371619602012016,37161
40285441,35.272888,-81.980506,371619604004008,37161
40190630,35.275895,-81.789925,371619611041079,37161
196321294,34.783106,-78.429918,371639709002010,37163
41133519,35.185754,-78.253428,371639701022020,37163
178026445,35.187121,-78.529963,371639703032008,37163
41528456,34.687844,-78.262689,371639710031010,37163
41074911,34.939356,-78.260285,371639708023017,37163
41301293,34.93882,-78.532062,371639704023041,37163
41212990,34.931385,-79.569117,371650106021008,37165
41168149,34.722415,-79.572815,371650105011073,37165
41165859,34.831979,-79.602825,371650105023026,37165
41219369,34.702218,-79.421294,371650104002002,37165
41351064,34.957165,-79.426327,371650106022036,37165
195784626,34.836296,-79.428075,371650106011002,37165
187290159,35.385911,-80.371925,371679301013057,37167
40251753,35.414299,-80.289059,371679301013036,37167
40252161,35.417703,-80.141767,371679301023039,37167
40259892,35.242453,-80.284294,371679309011000,37167
40257689,35.238614999999996,-80.13878,371679311012012,37167
40367448,35.240548,-80.430703,371679308022022,37167
37440240,36.475069,-80.381354,371690703012048,37169
177832741,36.330146,-80.239329,371690706003014,37169
37346652,36.330926,-80.381525,371690704003002,37169
37421231,36.47584,-80.098036,371690701022014,37169
177892376,36.329227,-80.094394,371690701012024,37169
37325393,36.474366,-80.240033,371690702001015,37169
192989338,36.317559,-80.696085,371719310032019,37171
37395355,36.481168,-80.695592,371719307004002,37171
178031600,36.494518,-80.853888,371719308033031,37171
42275857,36.319424,-80.864018,371719309011002,37171
37415346,36.31836,-80.525152,371719311031008,37171
70998047,36.483751,-80.527723,371719301021011,37171
178371706,35.453805,-83.573212,371739802001034,37173
42438592,35.52263,-83.305789,371739401001039,37173
4493874,35.468305,-83.904919,371739802001043,37173
177858579,35.369349,-83.340097,371739603021046,37173
196861104,35.367418,-83.570772,371739603012034,37173
42610992,35.112707,-82.811104,371759605011011,37175
101885609,35.224518,-82.930578,371759605021023,37175
42601937,35.244757,-82.801336,371759602011005,37175
42615142,35.11433,-82.958739,371759606021042,37175
83733732,35.128501,-82.665314,371759604031030,37175
42602303,35.259119,-82.661983,371759604011018,37175
39381035,35.662951,-76.241005,371779601003160,37177
39650547,35.919765,-76.127331,371779601001004,37177
39653882,35.821424,-76.343738,371779601003088,37177
177869708,35.923698,-76.317425,371779601004007,37177
39651090,35.812804,-76.142445,371779601003125,37177
39651179,35.70731,-76.139082,371779601003138,37177
40028363,35.10722,-80.558026,371790202052003,37179
177968735,34.911671,-80.745165,371790210141035,37179
40189233,34.912537,-80.559961,371790209021001,37179
40141635,35.073119,-80.719541,371790203143005,37179
40113377,35.107522,-80.375001,371790201002015,37179
40114094,34.918092,-80.379323,371790208005030,37179
38687363,36.225108,-78.451585,371819610002014,37181
38658463,36.237354,-78.336066,371819609012007,37181
38723744,36.482663,-78.335876,371819601001022,37181
38659096,36.356167,-78.336699,371819601003047,37181
38657606,36.357211,-78.454506,371819603002007,37181
38652559,36.472019,-78.453823,371819602001014,37181
39072383,35.936931,-78.619783,371830538062000,37183
39123331,35.909246,-78.812434,371830536141000,37183
38578031,35.65993,-78.619857,371830529031012,37183
38843980,35.730306,-78.413783,371830544023070,37183
38663730,35.660775,-78.858761,371830532081077,37183
38862594,35.934926,-78.380804,371830542142020,37183
38747658,36.484835,-78.215226,371859502013018,37185
38840151,36.263948,-78.211396,371859504001033,37185
38838456,36.268074,-78.003102,371859501032020,37185
39443627,36.488174,-78.003333,371859501021043,37185
38839707,36.376023,-78.212013,371859503003033,37185
178071298,36.369492,-78.002238,371859501031029,37185
39715422,35.7645,-76.742497,371879502023000,37187
39720960,35.790424,-76.597408,371879503001067,37187
39720356,35.90582,-76.595072,371879501004024,37187
39654125,35.800399,-76.426365,371879503001007,37187
39712986,35.89286,-76.729468,371879502011007,37187
39653824,35.898095,-76.441761,371879501003033,37187
42086298,36.187369,-81.534006,371899207021041,37189
42317703,36.320425,-81.686766,371899201001043,37189
42117067,36.271121,-81.544532,371899207011035,37189
25715779,36.181415,-81.835591,371899209001033,37189
42330526,36.317946,-81.834057,371899202002008,37189
42032343,36.183411,-81.684619,371899206021025,37189
173725287,35.232396,-77.930865,371910006042003,37191
71009269,35.229965,-78.173961,371910010001023,37191
39390428,35.522091,-77.929279,371910002002001,37191
194391610,35.487239,-78.117331,371910001041014,37191
38763173,35.373098,-78.153843,371910011031019,37191
58581173,35.37780266666667,-77.92800166666667,371910003023026,37191
42252137,36.121258,-80.978931,371939612011018,37193
42098576,36.110485,-81.431197,371939609021046,37193
178055952,36.325137,-81.208663,371939604012019,37193
178859547,36.329739,-80.98259,371939602002033,37193
42343274,36.120143,-81.207206,371939610013015,37193
42337365,36.292196,-81.410183,371939609012005,37193
39597522,35.65803,-77.93065,371950009001064,37195
39610381,35.793576,-77.930717,371950014012022,37195
39535708,35.653007,-77.755927,371950011001033,37195
39529334,35.766649,-78.091704,371950015012008,37195
39374324,35.792611,-77.762377,371950013023012,37195
178881422,35.655477,-78.103158,371950016002022,37195
178063451,36.106772,-80.658298,371970505032039,37197
37332173,36.224728,-80.510536,371970501011018,37197
37305690,36.226819,-80.658231,371970502003000,37197
177979439,36.22615,-80.806933,371970503005016,37197
37450102,36.110375,-80.515163,371970501012036,37197
37339121,36.106596,-80.806167,371970504013000,37197
190723794,35.805146,-82.218492,371999601011016,37199
195321476,35.908591,-82.414953,371999604001020,37199
42517190,36.012869,-82.229576,371999601021006,37199
