idx,location_id,county_fips,lat,lon,feasible,failure_mode,risk_score,risk_tier,dominant,slope_deg,canopy_max_m,building_count,elapsed_s
156,39678449,37053,36.171124,-75.870464,False,mixed,62.1,high,vegetation,0.0,15.0,6,3.3
157,39721528,37053,36.363128,-76.114631,True,feasible,0.0,low,clear,2.9,23.0,2,2.0
158,39704189,37053,36.472565,-76.130763,True,feasible,0.0,low,clear,0.0,10.0,4,1.8
159,178342127,37053,36.489031,-75.907587,False,mixed,36.9,moderate,vegetation,1.0,16.0,0,1.6
160,39696714,37055,35.96025,-75.827153,True,feasible,0.0,low,clear,0.3,5.0,0,2.6
161,196802616,37055,35.6987,-75.495241,True,feasible,0.0,low,clear,0.0,0.0,0,1.7
162,178251420,37055,36.024968,-75.661915,True,feasible,0.0,low,clear,13.0,2.0,18,4.0
163,178884334,37055,35.7648,-75.87582,False,mixed,29.8,moderate,vegetation,0.0,18.0,0,3.7
164,193669787,37055,35.351929,-75.513466,True,feasible,0.0,low,clear,0.0,9.0,20,5.2
165,37690899,37057,35.587721,-80.152962,False,mixed,89.2,critical,vegetation,2.9,23.0,2,1.7
166,37917947,37057,35.767331,-80.368138,True,feasible,0.0,low,clear,5.0,25.0,1,1.9
167,37888368,37057,35.651288,-80.295523,False,mixed,71.0,critical,vegetation,6.7,25.0,10,3.2
168,37558915,37057,35.939993,-80.153014,True,feasible,0.0,low,clear,3.7,25.0,2,3.3
169,2792714,37057,35.939797,-80.368195,True,feasible,0.0,low,clear,1.0,17.0,1,5.2
170,70507974,37057,35.7665,-80.151113,False,mixed,86.3,critical,vegetation,8.9,23.0,0,8.6
171,37300162,37059,36.01022,-80.456107,False,mixed,69.2,high,vegetation,4.3,22.0,19,2.4
172,37377169,37059,35.808741,-80.472466,False,mixed,90.0,critical,vegetation,1.1,18.0,4,1.9
173,37376203,37059,36.009876,-80.623518,True,feasible,0.0,low,clear,0.2,25.0,1,2.7
174,37297698,37059,35.912394,-80.45513,False,mixed,49.8,high,vegetation,3.8,25.0,4,5.4
175,2814017,37059,35.838053,-80.617357,False,local_canopy,0.0,low,clear,3.1,18.0,0,3.2
176,37379858,37059,35.911084,-80.622086,False,mixed,90.8,critical,vegetation,2.7,26.0,2,4.7
177,178338838,37061,34.949959,-78.060967,False,regional_terrain,0.0,low,clear,0.0,17.0,2,4.2
178,41692691,37061,35.114695,-77.785562,True,feasible,0.0,low,clear,0.5,8.0,0,2.3
179,41721652,37061,34.953374,-77.789471,False,mixed,34.6,moderate,vegetation,1.5,38.0,0,3.9
180,41605472,37061,34.791943,-78.059224,False,mixed,0.0,low,clear,0.0,27.0,8,5.5
181,41725648,37061,34.790012,-77.785089,False,regional_terrain,0.0,low,clear,0.0,17.0,0,2.1
182,41224037,37061,35.111698,-78.054059,False,mixed,62.0,high,vegetation,5.2,27.0,0,1.8
183,173552845,37063,35.926686,-78.784637,True,feasible,0.0,low,clear,3.5,22.0,47,1.8
184,38328251,37063,36.171361,-78.811956,True,feasible,0.0,low,clear,9.6,21.0,1,1.7
185,178028627,37063,36.175388,-78.933803,False,mixed,47.0,high,vegetation,2.2,26.0,2,3.7
186,39199501,37063,36.053571,-78.783735,True,feasible,0.0,low,clear,6.8,21.0,5,2.0
187,39295582,37063,35.926717,-78.935463,False,mixed,60.8,high,vegetation,9.4,26.0,28,1.7
188,196167489,37063,36.052589,-78.936126,True,feasible,0.0,low,clear,2.9,24.0,3,6.1
189,39312671,37065,35.911818,-77.707351,True,feasible,0.0,low,clear,0.8,20.0,10,2.2
190,178068037,37065,36.030954,-77.476259,True,feasible,0.0,low,clear,0.7,1.0,0,3.3
191,39545413,37065,35.910962,-77.467681,True,feasible,0.0,low,clear,0.3,0.0,0,3.3
192,39447600,37065,35.753367,-77.708879,True,feasible,0.0,low,clear,0.1,0.0,0,5.7
193,39353474,37065,36.060563,-77.709795,True,feasible,0.0,low,clear,0.6,0.0,0,3.5
194,39545919,37065,35.784598,-77.492957,True,feasible,0.0,low,clear,1.5,15.0,4,5.5
195,37851534,37067,36.046946,-80.115218,False,local_building,77.9,critical,building,1.7,12.0,7,6.4
196,37303703,37067,36.190079,-80.114998,False,local_building,77.1,critical,building,3.6,23.0,14,2.8
197,37428649,37067,36.188903,-80.435944,False,mixed,58.3,high,vegetation,4.4,24.0,2,3.5
198,37580002,37067,36.045737,-80.274535,False,mixed,0.0,low,clear,2.5,17.0,39,4.5
199,37501836,37067,36.189386,-80.274674,False,regional_terrain,0.0,low,clear,0.0,16.0,7,3.7
200,37317754,37067,36.045699,-80.433538,False,local_building,40.5,moderate,building,8.7,23.0,9,2.7
201,173464623,37069,35.94278,-78.399178,True,feasible,0.0,low,clear,1.3,24.0,5,3.4
202,178759942,37069,36.049878,-78.410125,False,mixed,0.0,low,clear,0.0,24.0,2,3.9
203,38687861,37069,36.188605,-78.400085,False,roof_unusable,0.0,low,clear,3.6,18.0,1,2.6
204,38715888,37069,36.191332,-78.144333,True,feasible,0.0,low,clear,1.5,18.0,4,2.4
205,38716347,37069,36.050316,-78.144842,True,feasible,0.0,low,clear,2.0,16.0,5,2.7
206,39533055,37069,35.923422,-78.19208,True,feasible,0.0,low,clear,0.0,20.0,18,6.9
207,40375628,37071,35.350613,-81.014816,False,mixed,87.8,critical,vegetation,5.6,23.0,2,4.6
208,40070138,37071,35.215041,-81.323896,True,feasible,0.0,low,clear,1.7,26.0,8,4.8
209,39964933,37071,35.219394,-81.18979,True,feasible,3.7,low,vegetation,2.7,21.0,1,2.3
210,190716594,37071,35.352389,-81.189899,True,feasible,0.0,low,clear,5.2,27.0,1,5.4
211,39786896,37071,35.351378,-81.367583,False,mixed,89.7,critical,vegetation,7.4,23.0,4,1.9
212,39763433,37071,35.218042,-81.015065,False,mixed,33.8,moderate,vegetation,10.4,25.0,4,5.8
213,39664624,37073,36.500345,-76.871157,False,mixed,87.6,critical,vegetation,0.6,27.0,3,10.9
214,39665245,37073,36.498122,-76.729097,True,feasible,0.0,low,clear,1.5,24.0,4,10.4
215,39663139,37073,36.390176,-76.848475,True,feasible,0.0,low,clear,2.0,21.0,1,10.4
216,39666893,37073,36.376143,-76.730399,True,feasible,0.0,low,clear,1.1,22.0,0,1.8
217,39677904,37073,36.369765,-76.596868,False,mixed,90.2,critical,vegetation,0.2,22.0,3,4.6
218,39651963,37073,36.49106,-76.598386,False,local_building,14.3,low,vegetation,0.2,13.0,2,3.7
219,34909709,37075,35.288235,-83.936854,False,mixed,87.5,critical,vegetation,32.4,33.0,0,2.2
220,42608153,37075,35.285168,-83.79388,False,mixed,90.6,critical,vegetation,20.7,25.0,0,5.2
221,194551783,37075,35.38029,-83.88646,False,mixed,88.8,critical,vegetation,9.7,29.0,1,5.3
222,42349424,37075,35.388805,-83.655902,False,mixed,90.4,critical,vegetation,0.0,25.0,0,3.4
223,42607012,37075,35.393631,-83.797687,False,mixed,90.8,critical,vegetation,28.1,27.0,1,4.7
224,193015494,37075,35.280057,-83.686569,False,mixed,27.2,moderate,terrain,36.0,25.0,9,1.8
225,38756647,37077,36.281518,-78.713408,True,feasible,0.0,low,clear,3.8,23.0,2,4.1
226,38756955,37077,36.453859,-78.540162,False,roof_unusable,0.0,low,clear,0.4,22.0,4,4.9
227,38529811,37077,36.113114,-78.542048,False,mixed,79.1,critical,vegetation,7.1,25.0,0,1.5
228,38758612,37077,36.28252,-78.537602,False,mixed,86.9,critical,vegetation,8.0,25.0,0,6.8
229,38515086,37077,36.108473,-78.7152,True,feasible,0.0,low,clear,3.4,24.0,7,4.6
230,38759531,37077,36.450787,-78.716962,False,mixed,89.9,critical,vegetation,3.0,22.0,0,3.2
231,41758348,37079,35.400625,-77.571274,True,feasible,0.0,low,clear,0.3,15.0,3,3.2
232,41921178,37079,35.491652,-77.567993,False,mixed,85.0,critical,vegetation,0.9,24.0,2,7.3
233,41922870,37079,35.400194,-77.744928,False,mixed,89.6,critical,vegetation,0.0,19.0,1,1.7
234,39384883,37079,35.55647,-77.589838,True,feasible,0.0,low,clear,0.2,0.0,0,3.8
235,39549598,37079,35.596069,-77.739951,False,mixed,74.4,critical,vegetation,0.5,21.0,2,2.7
236,195859118,37079,35.497376,-77.74309,False,regional_terrain,0.0,low,clear,0.0,19.0,1,6.3
237,178506942,37081,36.167333,-79.960593,False,local_building,5.3,low,vegetation,10.6,24.0,5,5.6
238,37739159,37081,35.989816,-79.961082,False,mixed,79.1,critical,vegetation,3.3,22.0,19,3.0
239,37827238,37081,35.98943,-79.617929,False,mixed,89.8,critical,vegetation,4.8,20.0,6,5.7
240,38304360,37081,36.167326,-79.791797,True,feasible,0.0,low,clear,2.0,18.0,12,4.3
241,94248090,37081,35.989323,-79.788831,False,mixed,88.6,critical,vegetation,6.8,21.0,0,3.5
242,37717776,37081,36.16846,-79.618413,True,feasible,0.0,low,clear,4.2,25.0,5,3.8
243,39429203,37083,36.384853,-77.641842,False,mixed,87.2,critical,vegetation,3.0,20.0,4,1.9
244,186773552,37083,36.124707,-77.404033,True,feasible,0.0,low,clear,0.3,21.0,11,4.6
245,178096314,37083,36.387494,-77.878755,True,feasible,0.0,low,clear,6.4,23.0,5,3.9
246,39377446,37083,36.156782,-77.879721,True,feasible,0.0,low,clear,3.8,22.0,2,1.7
247,39378814,37083,36.147141,-77.621798,True,feasible,0.0,low,clear,0.9,21.0,0,4.4
248,39428540,37083,36.301095,-77.480819,True,feasible,0.0,low,clear,0.3,20.0,0,2.0
249,192858452,37085,35.482673,-78.650827,False,roof_unusable,0.0,low,clear,0.9,22.0,4,3.3
250,41063294,37085,35.296808,-79.106877,False,mixed,32.0,moderate,vegetation,4.2,21.0,6,5.8
251,178257026,37085,35.436733,-79.053792,False,mixed,80.4,critical,vegetation,5.1,21.0,5,4.1
252,178665492,37085,35.487884,-78.876639,True,feasible,0.0,low,clear,0.9,19.0,4,19.3
253,41056912,37085,35.296004,-78.877331,False,mixed,72.0,critical,vegetation,0.1,13.0,2,1.8
254,41104419,37085,35.294084,-78.649238,True,feasible,0.0,low,clear,1.4,25.0,0,17.4
255,42664055,37087,35.430948,-83.066098,False,mixed,90.4,critical,vegetation,20.9,25.0,1,1.7
256,194578737,37087,35.66041,-82.875225,True,feasible,0.0,low,clear,4.5,26.0,2,2.5
257,42429278,37087,35.432144,-82.867541,False,mixed,90.5,critical,vegetation,16.5,25.0,1,2.6
258,42646134,37087,35.678043,-83.040184,False,mixed,85.6,critical,vegetation,19.2,26.0,2,5.6
259,42646461,37087,35.55899,-83.065853,False,mixed,88.2,critical,vegetation,0.0,27.0,0,6.3
260,42441120,37087,35.558483,-82.866393,True,feasible,0.0,low,clear,11.9,26.0,3,4.9
261,42690155,37089,35.433346,-82.362942,False,mixed,18.0,low,vegetation,11.6,24.0,4,4.6
262,177955015,37089,35.320506,-82.363007,True,feasible,0.0,low,clear,2.9,26.0,2,2.6
263,70673073,37089,35.322344,-82.55785,False,mixed,90.1,critical,vegetation,9.6,23.0,0,4.4
264,195072354,37089,35.211753,-82.551803,False,mixed,27.5,moderate,vegetation,8.3,28.0,1,3.1
265,195316771,37089,35.434591,-82.561701,True,feasible,0.0,low,clear,10.2,26.0,1,4.2
266,42612983,37089,35.210858,-82.363042,False,mixed,82.1,critical,vegetation,9.8,24.0,1,2.7
267,39451073,37091,36.460299,-77.125661,True,feasible,0.0,low,clear,1.4,26.0,6,3.3
268,39368095,37091,36.444441,-76.964545,True,feasible,0.0,low,clear,0.3,0.0,0,1.7
269,39669905,37091,36.313283,-76.793375,True,feasible,0.0,low,clear,1.0,17.0,4,2.0
270,39345160,37091,36.305579,-77.116325,False,mixed,58.5,high,vegetation,0.0,24.0,3,2.1
271,39637651,37091,36.316937,-76.953709,False,roof_unusable,0.0,low,clear,0.7,22.0,8,4.3
272,41261173,37093,35.036133,-79.233587,False,mixed,89.9,critical,vegetation,0.7,20.0,0,2.5
273,41267619,37093,34.925095,-79.350404,False,mixed,88.4,critical,vegetation,0.0,24.0,0,2.7
274,3829956,37093,35.044953,-79.382418,False,mixed,89.6,critical,vegetation,3.5,23.0,1,5.6
275,41281875,37093,34.907375,-79.244863,False,mixed,88.7,critical,vegetation,1.4,25.0,4,5.1
276,41185580,37093,34.906475,-79.106739,True,feasible,0.0,low,clear,0.0,19.0,4,3.7
277,178572913,37093,35.042568,-79.104912,False,mixed,90.3,critical,vegetation,2.3,24.0,4,4.5
278,39524953,37095,35.425186,-76.474757,True,feasible,0.0,low,clear,0.5,8.0,2,1.7
279,39356643,37095,35.597453,-76.468898,True,feasible,0.0,low,clear,0.0,0.0,0,1.9
280,39381236,37095,35.569305,-76.127685,False,roof_unusable,0.0,low,clear,0.1,24.0,3,1.8
281,178658731,37095,35.407439,-76.094136,True,feasible,0.0,low,clear,0.3,17.0,4,2.1
282,192998098,37095,35.115503,-75.988028,True,feasible,0.0,low,clear,0.2,8.0,2,2.5
283,40194822,37097,35.589258,-80.797477,False,mixed,86.5,critical,vegetation,2.6,26.0,28,1.8
284,42114039,37097,35.965918,-81.003893,False,mixed,89.6,critical,vegetation,18.9,27.0,1,4.2
285,42113254,37097,35.775715,-80.798819,True,feasible,0.0,low,clear,0.4,26.0,0,2.8
286,42115756,37097,35.777015,-81.003721,False,mixed,90.7,critical,vegetation,2.3,24.0,8,4.1
287,42131916,37097,35.969408,-80.79524,False,mixed,82.7,critical,vegetation,2.4,21.0,1,3.4
288,40217293,37097,35.570226,-80.953516,False,roof_unusable,0.0,low,clear,3.5,25.0,7,1.7
289,42455960,37099,35.159462,-83.220942,False,mixed,13.8,low,vegetation,12.5,26.0,4,1.6
290,42438508,37099,35.442897,-83.247504,False,mixed,90.8,critical,vegetation,28.5,23.0,0,1.8
291,177957692,37099,35.275124,-83.030561,False,regional_terrain,0.0,low,clear,0.0,23.0,4,1.7
292,178405698,37099,35.27633,-83.241401,False,mixed,90.7,critical,vegetation,0.0,26.0,1,1.8
293,42615462,37099,35.11587,-83.029679,False,mixed,63.6,high,vegetation,4.2,22.0,0,1.9
294,4494137,37099,35.428877,-83.077467,False,mixed,86.7,critical,vegetation,14.0,30.0,1,2.1
295,38523863,37101,35.33941,-78.229705,False,mixed,90.9,critical,vegetation,5.2,25.0,0,1.9
296,38336138,37101,35.355962,-78.546316,True,feasible,0.0,low,clear,0.6,24.0,1,1.8
297,46661839,37101,35.717622,-78.229045,True,feasible,0.0,low,clear,1.5,21.0,9,2.1
298,38503230,37101,35.666063,-78.51905,True,feasible,0.0,low,clear,0.6,18.0,9,1.9
299,38333889,37101,35.532821,-78.546411,False,regional_terrain,0.0,low,clear,0.0,17.0,5,3.4
300,38791076,37101,35.531259,-78.228763,True,feasible,0.0,low,clear,0.6,29.0,3,4.0
301,41834178,37103,34.900712,-77.212623,False,mixed,88.9,critical,vegetation,0.9,16.0,0,1.7
302,41901279,37103,34.977416,-77.666952,True,feasible,0.0,low,clear,1.7,17.0,2,1.8
303,41687036,37103,35.081668,-77.589014,False,mixed,0.0,low,clear,0.0,21.0,4,3.6
304,178795403,37103,35.130745,-77.418909,False,local_canopy,5.2,low,vegetation,2.6,22.0,11,3.2
305,41874432,37103,35.089601,-77.227436,False,mixed,82.1,critical,vegetation,1.2,18.0,1,4.1
306,41832784,37103,34.932323,-77.364726,True,feasible,0.0,low,clear,0.6,0.0,0,6.5
307,38003246,37105,35.563375,-79.240066,False,mixed,88.3,critical,vegetation,1.8,19.0,0,1.8
308,178763515,37105,35.362091,-79.261178,True,feasible,0.0,low,clear,5.4,22.0,7,4.2
309,38004328,37105,35.465804,-79.262167,False,mixed,90.7,critical,vegetation,6.1,24.0,0,4.6
310,38028731,37105,35.388076,-79.103297,False,mixed,90.0,critical,vegetation,2.9,23.0,1,1.8
311,194698914,37105,35.571999,-79.067436,True,feasible,0.0,low,clear,1.9,8.0,1,3.2
312,38340253,37105,35.46538,-79.068645,False,mixed,26.2,moderate,vegetation,0.6,18.0,17,2.0
313,41903873,37107,35.085169,-77.731062,True,feasible,0.0,low,clear,7.7,23.0,6,3.6
314,41676950,37107,35.221197,-77.525153,True,feasible,0.0,low,clear,0.6,23.0,3,3.1
315,41829245,37107,35.363109,-77.725988,True,feasible,0.0,low,clear,1.1,18.0,0,3.4
316,178059327,37107,35.352879,-77.523903,False,mixed,88.7,critical,vegetation,1.8,24.0,0,2.9
317,41686235,37107,35.12929,-77.551595,False,mixed,0.0,low,clear,0.0,13.0,3,3.0
318,41825641,37107,35.22257,-77.736422,False,mixed,52.3,high,vegetation,1.6,18.0,3,3.0
319,197251539,37109,35.527886,-81.171912,True,feasible,0.0,low,clear,2.0,24.0,2,1.8
320,40384115,37109,35.525991,-81.318893,False,mixed,87.9,critical,vegetation,9.8,17.0,1,2.0
321,197290830,37109,35.525802,-81.027887,False,mixed,86.5,critical,vegetation,12.7,23.0,6,3.2
322,40385928,37109,35.525816,-81.46306,True,feasible,0.0,low,clear,4.9,24.0,11,3.9
323,40035178,37109,35.444005,-81.170986,False,mixed,90.6,critical,vegetation,8.4,21.0,0,2.9
324,40080778,37109,35.442441,-81.463722,False,mixed,59.2,high,vegetation,4.6,16.0,1,2.0
325,39872127,37109,35.443354,-81.318204,True,feasible,0.0,low,clear,1.6,12.0,6,1.9
326,197431752,37109,35.443663,-81.025412,True,feasible,0.0,low,clear,8.7,20.0,37,2.3
327,195885546,37111,35.742293,-81.944812,False,mixed,89.8,critical,vegetation,12.5,23.0,6,1.6
328,42562595,37111,35.59961,-81.950638,False,mixed,90.3,critical,vegetation,16.9,28.0,1,2.2
329,42595766,37111,35.599652,-82.169656,False,mixed,68.6,high,vegetation,6.3,25.0,5,1.8
330,42556167,37111,35.746126,-82.167916,False,mixed,88.4,critical,vegetation,31.2,23.0,0,2.6
331,42558300,37111,35.835037,-82.10164,False,mixed,88.5,critical,vegetation,12.5,28.0,1,1.8
332,42556329,37111,35.883614,-81.945728,False,mixed,90.3,critical,vegetation,9.8,24.0,2,2.6
333,42638964,37113,35.239609,-83.61317,False,mixed,71.7,critical,vegetation,17.2,28.0,5,2.6
334,42501453,37113,35.082587,-83.584187,False,mixed,90.7,critical,vegetation,15.8,27.0,1,2.0
335,42496814,37113,35.237927,-83.423734,False,mixed,88.7,critical,vegetation,0.0,20.0,1,3.8
336,42597181,37113,35.075358,-83.421918,False,mixed,89.1,critical,vegetation,0.0,24.0,0,3.3
337,196545719,37113,35.236717,-83.229608,False,mixed,18.0,low,terrain,24.1,20.0,1,2.6
338,42521715,37113,35.071974,-83.233838,False,mixed,80.5,critical,vegetation,3.2,26.0,0,1.7
339,195732187,37115,35.941353,-82.690221,False,mixed,81.4,critical,vegetation,20.9,26.0,0,4.7
340,42674779,37115,35.799513,-82.519604,False,mixed,89.0,critical,vegetation,5.2,21.0,7,4.7
341,178064991,37115,35.941487,-82.513314,True,feasible,0.0,low,clear,1.7,22.0,0,2.3
342,42569701,37115,35.770626,-82.691552,False,mixed,90.7,critical,vegetation,24.6,24.0,7,4.5
343,42525867,37115,35.770073,-82.871728,False,mixed,73.2,critical,vegetation,28.4,24.0,2,2.9
344,42526342,37115,35.931113,-82.885611,False,roof_unusable,0.0,low,clear,2.1,25.0,5,6.5
345,39519173,37117,35.797005,-77.285809,True,feasible,0.0,low,clear,1.8,16.0,4,4.2
346,39575428,37117,35.763082,-77.089232,True,feasible,0.0,low,clear,0.3,9.0,0,7.9
347,186771087,37117,35.958484,-77.293914,True,feasible,0.0,low,clear,0.5,10.0,2,2.8
348,39436757,37117,35.76806,-76.886931,True,feasible,0.0,low,clear,1.0,16.0,3,3.5
349,39577891,37117,35.917396,-77.106417,False,mixed,90.5,critical,vegetation,1.3,26.0,0,3.3
350,178758971,37119,35.260894,-80.678432,False,mixed,90.8,critical,vegetation,1.6,27.0,1,3.9
351,40818299,37119,35.104883,-80.928047,True,feasible,0.0,low,clear,0.7,17.0,2,3.6
352,40593849,37119,35.259831,-80.930555,False,mixed,87.6,critical,vegetation,0.5,21.0,27,9.1
353,40015095,37119,35.426866,-80.930485,True,feasible,0.0,low,clear,9.4,26.0,10,6.6
354,39997963,37119,35.413998,-80.753665,True,feasible,0.0,low,clear,4.1,25.0,13,9.1
355,40135060,37119,35.103389,-80.682357,True,feasible,0.0,low,clear,0.9,21.0,2,6.5
356,42517034,37121,36.094317,-82.264804,False,mixed,89.6,critical,vegetation,18.7,24.0,2,4.5
357,42516652,37121,35.995007,-82.257756,True,feasible,0.0,low,clear,3.1,25.0,5,7.3
358,194999923,37121,35.880501,-82.072603,False,mixed,90.4,critical,vegetation,9.7,25.0,1,3.6
359,42363145,37121,36.07926,-82.080396,False,mixed,90.0,critical,vegetation,16.5,23.0,0,5.1
360,42364124,37121,36.000952,-82.0792,False,mixed,90.5,critical,vegetation,29.1,28.0,0,5.0
361,42362306,37121,35.932747,-82.170623,False,mixed,90.3,critical,vegetation,12.1,25.0,1,3.9
362,194329041,37123,35.232973,-80.058418,False,roof_unusable,0.0,low,clear,1.4,23.0,3,1.9
363,38106367,37123,35.418076,-79.895012,False,mixed,90.5,critical,vegetation,6.8,23.0,0,6.6
364,38060126,37123,35.411818,-79.742744,True,feasible,0.0,low,clear,4.9,22.0,3,3.5
365,37817433,37123,35.24063,-79.714509,True,feasible,0.0,low,clear,1.5,19.0,2,2.4
366,40253153,37123,35.432688,-80.06749,False,mixed,89.8,critical,vegetation,6.4,28.0,0,4.3
367,37939234,37123,35.23914,-79.885702,False,mixed,87.1,critical,vegetation,19.8,23.0,0,4.2
368,194696027,37125,35.404497,-79.44447,False,local_canopy,6.2,low,vegetation,4.0,23.0,1,5.7
369,37817177,37125,35.184819,-79.634511,True,feasible,0.0,low,clear,5.8,9.0,0,6.3
370,41347267,37125,35.200643,-79.214536,False,mixed,90.3,critical,vegetation,0.2,26.0,1,9.3
371,195960306,37125,35.376241,-79.278505,False,local_building,46.8,high,building,1.5,0.0,8,5.1
372,25635879,37125,35.166744,-79.441967,False,mixed,89.8,critical,vegetation,2.5,21.0,1,3.8
373,177967552,37125,35.394626,-79.66252,True,feasible,0.0,low,clear,5.3,23.0,1,3.7
374,39329015,37127,35.96922,-77.84017,False,mixed,80.3,critical,vegetation,3.3,24.0,12,4.2
375,39363087,37127,36.095177,-78.078501,True,feasible,0.0,low,clear,1.4,33.0,5,4.5
376,173574466,37127,35.969861,-78.11167,False,regional_terrain,0.0,low,clear,0.0,16.0,9,6.0
377,39570124,37127,36.12216,-77.838994,True,feasible,0.0,low,clear,1.3,22.0,2,1.6
378,39373559,37127,35.844842,-77.844325,False,mixed,88.9,critical,vegetation,0.2,26.0,1,3.2
379,188987888,37127,35.814872,-78.112815,True,feasible,0.0,low,clear,2.1,16.0,0,3.9
380,41467728,37129,34.163884,-77.931487,False,mixed,36.3,moderate,vegetation,1.3,25.0,36,2.3
381,41665055,37129,34.187553,-77.81059,True,feasible,0.0,low,clear,1.7,10.0,15,2.7
382,178016752,37129,34.031261,-77.910554,True,feasible,0.0,low,clear,0.0,22.0,2,6.3
383,41495916,37129,34.303608,-77.931216,True,feasible,0.0,low,clear,1.1,24.0,7,2.4
384,41444281,37129,34.302516,-77.789462,True,feasible,0.0,low,clear,1.4,6.0,1,4.8
385,39391442,37131,36.462151,-77.598374,True,feasible,0.0,low,clear,2.3,19.0,2,4.1
386,39393385,37131,36.502681,-77.783326,False,local_building,13.1,low,vegetation,1.7,20.0,7,2.9
387,178339504,37131,36.302568,-77.391599,True,feasible,0.0,low,clear,1.6,23.0,3,1.8
388,39612129,37131,36.299909,-77.196117,True,feasible,0.0,low,clear,1.1,18.0,2,2.1
389,39525599,37131,36.461613,-77.389558,False,mixed,55.5,high,building,2.6,22.0,1,2.0
390,39434966,37131,36.332437,-77.56525,True,feasible,0.0,low,clear,0.5,19.0,0,1.8
391,39491459,37131,36.465465,-77.191035,False,mixed,89.6,critical,vegetation,0.9,19.0,3,3.9
392,178103539,37133,34.52383,-77.543932,True,feasible,0.0,low,clear,2.2,2.0,1,2.0
393,41763049,37133,34.711147,-77.256855,False,regional_terrain,0.0,low,clear,0.0,24.0,0,4.8
394,41577988,37133,34.526833,-77.343944,True,feasible,0.0,low,clear,10.7,0.0,0,1.8
395,196182830,37133,34.889072,-77.253783,True,feasible,0.0,low,clear,0.6,20.0,5,2.4
396,41790159,37133,34.710496,-77.537251,True,feasible,0.0,low,clear,0.3,23.0,9,1.6
397,41912176,37133,34.891894,-77.542587,True,feasible,0.0,low,clear,1.6,18.0,14,2.6
398,39222309,37135,36.05037975,-79.028873,False,mixed,90.7,critical,vegetation,3.5,31.0,3,1.9
399,38445246,37135,35.924356,-79.187723,False,mixed,90.5,critical,vegetation,5.9,26.0,4,1.7
400,38770717,37135,36.179145,-79.03086,False,mixed,69.5,high,vegetation,4.1,27.0,7,2.4
401,194403558,37135,36.177193,-79.188636,True,feasible,0.0,low,clear,3.7,22.0,2,2.0
402,38405953,37135,35.924925,-79.031094,False,roof_unusable,0.0,low,clear,0.5,24.0,10,1.8
403,37694311,37135,36.051599,-79.187684,True,feasible,0.0,low,clear,8.0,26.0,9,1.8
404,70876489,37137,35.075195,-76.598053,True,feasible,0.0,low,clear,0.4,21.0,0,21.0
405,41733219,37137,35.056992,-76.906165,True,feasible,0.0,low,clear,0.6,21.0,4,22.6
406,177974765,37137,35.18756,-76.725443,True,feasible,0.0,low,clear,0.1,0.0,0,2.5
407,193021908,37137,35.046416,-76.744001,False,mixed,89.7,critical,vegetation,1.2,22.0,3,1.7
408,41732818,37137,35.180845,-76.852636,False,local_canopy,0.0,low,clear,0.3,18.0,1,1.6
409,41940305,37137,35.247048,-76.582615,False,mixed,33.7,moderate,vegetation,0.3,23.0,2,5.3
410,39626429,37139,36.179963,-76.170109,True,feasible,0.0,low,clear,0.5,0.0,0,1.6
411,39628982,37139,36.235315,-76.314405,False,mixed,90.2,critical,vegetation,0.0,24.0,2,1.6
412,39625594,37139,36.295036,-76.374376,True,feasible,0.0,low,clear,0.7,16.0,1,3.0
413,39615211,37139,36.352189,-76.229473,False,mixed,90.1,critical,vegetation,0.6,21.0,0,2.4
414,39622834,37139,36.286686,-76.190084,False,mixed,43.7,moderate,vegetation,0.0,23.0,3,1.9
415,39626964,37139,36.405393,-76.370953,True,feasible,0.0,low,clear,0.0,21.0,1,1.8
416,41563672,37141,34.407496,-77.887464,False,mixed,26.7,moderate,vegetation,1.3,27.0,2,2.1
417,173685670,37141,34.408334,-77.641393,True,feasible,0.0,low,clear,2.0,20.0,13,3.2
418,41534576,37141,34.617565,-78.134085,True,feasible,0.0,low,clear,0.0,22.0,4,2.1
419,41557373,37141,34.636837,-77.643078,False,mixed,90.7,critical,vegetation,1.2,25.0,0,1.8
420,41508892,37141,34.409852,-78.131041,False,mixed,90.4,critical,vegetation,0.8,22.0,1,5.9
421,41483453,37141,34.618396,-77.887787,False,mixed,88.4,critical,vegetation,0.0,25.0,0,2.4
422,39674746,37143,36.238532,-76.320646,True,feasible,0.0,low,clear,1.1,23.0,2,1.7
423,39675171,37143,36.156185,-76.386679,False,roof_unusable,0.0,low,clear,0.0,24.0,1,1.8
424,39674680,37143,36.147246,-76.261955,True,feasible,0.0,low,clear,0.0,20.0,3,2.4
425,46433611,37143,36.14198,-76.523977,False,mixed,65.3,high,vegetation,0.3,19.0,3,1.9
426,39674479,37143,36.290054,-76.397486,True,feasible,0.0,low,clear,0.2,22.0,1,3.5
427,178828521,37143,36.289478,-76.527368,True,feasible,0.0,low,clear,0.4,25.0,2,4.1
428,38784224,37145,36.386809,-79.06056,True,feasible,0.0,low,clear,4.2,15.0,1,1.7
429,178782201,37145,36.286967,-79.06263,True,feasible,0.0,low,clear,1.8,17.0,2,2.8
430,178620210,37145,36.287192,-78.88349,False,mixed,90.2,critical,vegetation,1.5,24.0,0,3.9
