idx,location_id,county_fips,lat,lon,feasible,failure_mode,risk_score,risk_tier,dominant,slope_deg,canopy_max_m,building_count,elapsed_s
431,38040989,37145,36.488858,-79.062841,True,feasible,0.0,low,clear,5.2,23.0,2,1.6
432,38785094,37145,36.388395,-78.885286,False,local_canopy,0.0,low,clear,3.5,14.0,1,24.0
433,38781600,37145,36.495749,-78.88775,False,mixed,90.5,critical,vegetation,0.0,24.0,1,1.7
434,41736171,37147,35.430774,-77.47622,False,mixed,66.7,high,vegetation,3.7,20.0,1,21.0
435,39385041,37147,35.588616,-77.536407,False,mixed,90.7,critical,vegetation,0.7,24.0,0,5.0
436,39447904,37147,35.744156,-77.539927,False,mixed,34.4,moderate,vegetation,1.7,24.0,2,1.8
437,39536595,37147,35.746471,-77.24024,False,mixed,48.3,high,vegetation,0.8,15.0,0,6.9
438,39426214,37147,35.418182,-77.240785,False,mixed,46.0,high,vegetation,1.2,26.0,3,7.1
439,39425664,37147,35.584956,-77.240481,False,mixed,76.4,critical,building,1.1,24.0,5,18.5
440,42580067,37149,35.3547,-82.286373,False,mixed,38.2,moderate,vegetation,3.8,23.0,1,6.4
441,42643841,37149,35.242884,-82.028124,False,mixed,67.7,high,vegetation,5.4,21.0,3,3.8
442,42579500,37149,35.352542,-82.156842,False,mixed,90.1,critical,vegetation,9.1,21.0,3,4.5
443,178146125,37149,35.243162,-82.293856,False,mixed,89.0,critical,vegetation,14.8,24.0,2,3.0
444,42447606,37149,35.243023,-82.161028,False,mixed,88.7,critical,vegetation,9.7,20.0,3,8.4
445,40291420,37149,35.327313,-82.04759,False,mixed,77.7,critical,vegetation,4.9,22.0,3,2.6
446,38058406,37151,35.817259,-79.627848,False,local_canopy,0.0,low,clear,11.3,19.0,0,7.3
447,37615151,37151,35.610556,-79.972293,False,mixed,90.7,critical,vegetation,21.6,23.0,1,13.2
448,37963863,37151,35.615122,-79.621359,True,feasible,0.0,low,clear,0.4,23.0,4,6.6
449,37614271,37151,35.610075,-79.802004,True,feasible,0.0,low,clear,2.8,25.0,0,3.2
450,38100756,37151,35.813943,-79.978655,True,feasible,0.0,low,clear,3.9,22.0,0,4.0
451,37967724,37151,35.816738,-79.802829,True,feasible,0.0,low,clear,8.6,18.0,11,13.3
452,41144116,37153,34.904887,-79.589313,False,mixed,25.8,moderate,vegetation,1.2,13.0,0,8.4
453,41121631,37153,35.085498,-79.767646,False,mixed,89.4,critical,vegetation,1.6,24.0,6,6.8
454,37817370,37153,35.090026,-79.595178,False,mixed,89.8,critical,vegetation,2.5,25.0,1,5.4
455,37940599,37153,35.118237,-79.917706,False,mixed,11.4,low,vegetation,3.0,23.0,1,2.0
456,41294972,37153,34.84111,-79.905792,False,mixed,84.9,critical,vegetation,3.7,25.0,0,7.2
457,41291233,37153,34.899933,-79.766022,False,local_canopy,0.0,low,clear,1.3,20.0,7,2.3
458,41188972,37155,34.643078,-78.989654,True,feasible,0.0,low,clear,0.7,17.0,12,12.5
459,41131818,37155,34.465797,-79.264308,False,mixed,89.3,critical,vegetation,2.6,24.0,1,6.6
460,41215818,37155,34.836863,-79.296319,True,feasible,0.0,low,clear,2.0,8.0,0,7.1
461,41304184,37155,34.64318,-79.301543,False,mixed,87.9,critical,vegetation,1.7,22.0,2,6.0
462,41233125,37155,34.439875,-78.991389,False,mixed,90.8,critical,vegetation,1.0,26.0,0,5.6
463,41311206,37155,34.847715,-78.992211,True,feasible,0.0,low,clear,0.1,24.0,2,8.6
464,37990285,37157,36.317731,-79.600531,False,mixed,89.7,critical,vegetation,3.9,23.0,3,4.9
465,34173538,37157,36.46702,-79.774709,False,mixed,89.8,critical,vegetation,4.8,27.0,8,3.4
466,37993683,37157,36.317129,-79.773356,True,feasible,0.0,low,clear,2.2,17.0,1,5.0
467,37425014,37157,36.470528,-79.946565,False,roof_unusable,0.0,low,clear,1.4,24.0,1,2.9
468,38002179,37157,36.465737,-79.600015,False,mixed,90.4,critical,vegetation,2.6,24.0,1,5.7
469,37364377,37157,36.316195,-79.947553,True,feasible,0.0,low,clear,5.1,23.0,9,6.2
470,37322964,37159,35.763715,-80.676817,False,roof_unusable,0.0,low,clear,2.5,33.0,10,7.2
471,193002291,37159,35.591079,-80.294128,True,feasible,0.0,low,clear,3.4,16.0,3,2.9
472,39796284,37159,35.590603,-80.676289,False,mixed,90.2,critical,vegetation,10.8,25.0,1,5.6
473,40303731,37159,35.759244,-80.488534,False,mixed,90.4,critical,vegetation,2.9,24.0,4,9.1
474,178815422,37159,35.718056,-80.338761,False,mixed,67.4,high,vegetation,1.3,25.0,1,3.8
475,40320497,37159,35.588791,-80.484971,True,feasible,0.0,low,clear,2.5,14.0,8,4.8
476,39780269,37161,35.467054,-81.791662,True,feasible,0.0,low,clear,8.0,25.0,1,1.7
477,40290929,37161,35.37054,-82.105652,False,local_building,72.4,critical,building,0.2,24.0,2,2.3
478,46600068,37161,35.463641,-82.178463,False,mixed,51.3,high,vegetation,9.9,25.0,1,14.5
479,40381842,37161,35.46525,-81.982183,False,mixed,88.8,critical,vegetation,5.4,22.0,3,4.0
480,40285441,37161,35.272888,-81.980506,False,mixed,87.8,critical,vegetation,15.0,27.0,2,16.0
481,40190630,37161,35.275895,-81.789925,True,feasible,0.0,low,clear,2.9,22.0,8,1.9
482,196321294,37163,34.783106,-78.429918,False,mixed,89.5,critical,vegetation,0.3,28.0,3,3.1
483,41133519,37163,35.185754,-78.253428,False,mixed,43.3,moderate,vegetation,0.8,27.0,2,3.9
484,178026445,37163,35.187121,-78.529963,True,feasible,0.0,low,clear,0.4,15.0,1,7.6
485,41528456,37163,34.687844,-78.262689,False,mixed,86.4,critical,vegetation,1.5,21.0,1,4.8
486,41074911,37163,34.939356,-78.260285,False,mixed,46.9,high,vegetation,1.5,24.0,0,8.7
